epoch	sample	loss	
 0.0000e+00	 1.9200e+02	 1.6585e+02	
 0.0000e+00	 3.8400e+02	 1.6461e+02	
 0.0000e+00	 1.9200e+02	 1.6298e+02	
 0.0000e+00	 3.8400e+02	 1.6286e+02	
 0.0000e+00	 1.9200e+02	 1.6294e+02	
 0.0000e+00	 3.8400e+02	 1.6008e+02	
 0.0000e+00	 1.9200e+02	 1.5372e+02	
 0.0000e+00	 3.8400e+02	 1.5438e+02	
