epoch	sample	loss	
 0.0000e+00	 7.3783e+01	
 0.0000e+00	 7.0048e+01	
 0.0000e+00	 7.0010e+01	
 0.0000e+00	 7.2800e+01	
 0.0000e+00	 7.0065e+01	
 0.0000e+00	 7.0140e+01	
 0.0000e+00	 6.7515e+01	
 0.0000e+00	 7.0927e+01	
 0.0000e+00	 6.9320e+01	
 0.0000e+00	 7.2157e+01	
 0.0000e+00	 8.3673e+01	
 0.0000e+00	 7.9356e+01	
 0.0000e+00	 7.6588e+01	
 0.0000e+00	 7.7759e+01	
 0.0000e+00	 7.8913e+01	
 0.0000e+00	 7.5107e+01	
 0.0000e+00	 7.8837e+01	
 0.0000e+00	 7.1797e+01	
 0.0000e+00	 7.5178e+01	
 0.0000e+00	 7.3679e+01	
 0.0000e+00	 7.0009e+01	
 0.0000e+00	 7.4020e+01	
 0.0000e+00	 7.5572e+01	
 0.0000e+00	 7.1823e+01	
 0.0000e+00	 7.8677e+01	
 0.0000e+00	 7.2901e+01	
 0.0000e+00	 7.3933e+01	
 0.0000e+00	 7.2793e+01	
 0.0000e+00	 7.3082e+01	
 0.0000e+00	 7.2089e+01	
 0.0000e+00	 7.0161e+01	
 0.0000e+00	 7.0463e+01	
 0.0000e+00	 7.2041e+01	
 0.0000e+00	 7.1615e+01	
 0.0000e+00	 7.0633e+01	
 0.0000e+00	 7.1907e+01	
 0.0000e+00	 7.2175e+01	
 0.0000e+00	 7.0134e+01	
 0.0000e+00	 7.0441e+01	
 0.0000e+00	 7.1664e+01	
 0.0000e+00	 6.8169e+01	
 0.0000e+00	 7.2574e+01	
 0.0000e+00	 7.2476e+01	
 0.0000e+00	 7.1911e+01	
 0.0000e+00	 6.9473e+01	
 0.0000e+00	 7.0728e+01	
 0.0000e+00	 7.1594e+01	
 0.0000e+00	 6.9034e+01	
 0.0000e+00	 6.9289e+01	
 0.0000e+00	 6.8438e+01	
 0.0000e+00	 6.8404e+01	
 0.0000e+00	 6.7070e+01	
 0.0000e+00	 6.6752e+01	
 0.0000e+00	 6.9321e+01	
 0.0000e+00	 6.8868e+01	
 0.0000e+00	 6.6706e+01	
 0.0000e+00	 6.7524e+01	
 0.0000e+00	 6.8940e+01	
 0.0000e+00	 6.6940e+01	
 0.0000e+00	 7.1096e+01	
 0.0000e+00	 6.9347e+01	
 0.0000e+00	 6.9171e+01	
 0.0000e+00	 6.8188e+01	
 0.0000e+00	 6.8227e+01	
 0.0000e+00	 6.8535e+01	
 0.0000e+00	 6.9661e+01	
 0.0000e+00	 6.9803e+01	
 0.0000e+00	 6.6680e+01	
 0.0000e+00	 6.8858e+01	
 0.0000e+00	 6.7849e+01	
 0.0000e+00	 6.5957e+01	
 0.0000e+00	 6.5169e+01	
 0.0000e+00	 6.6049e+01	
 0.0000e+00	 6.8318e+01	
 0.0000e+00	 6.7343e+01	
 0.0000e+00	 6.6893e+01	
 0.0000e+00	 6.7767e+01	
 0.0000e+00	 6.6623e+01	
 0.0000e+00	 6.7015e+01	
 0.0000e+00	 6.7164e+01	
 0.0000e+00	 6.7947e+01	
 0.0000e+00	 6.9503e+01	
 0.0000e+00	 6.5425e+01	
 0.0000e+00	 6.6927e+01	
 0.0000e+00	 6.7730e+01	
 0.0000e+00	 6.8379e+01	
 0.0000e+00	 6.9196e+01	
 0.0000e+00	 6.8081e+01	
 0.0000e+00	 6.5419e+01	
 0.0000e+00	 6.9918e+01	
 0.0000e+00	 6.8695e+01	
 0.0000e+00	 6.4993e+01	
 0.0000e+00	 6.7653e+01	
 0.0000e+00	 6.6314e+01	
 0.0000e+00	 6.7563e+01	
 0.0000e+00	 6.8009e+01	
 0.0000e+00	 6.4560e+01	
 0.0000e+00	 6.6551e+01	
 0.0000e+00	 6.5050e+01	
 0.0000e+00	 6.6231e+01	
 0.0000e+00	 6.5215e+01	
 0.0000e+00	 6.6824e+01	
 0.0000e+00	 6.4979e+01	
 0.0000e+00	 6.6381e+01	
 0.0000e+00	 6.5912e+01	
 0.0000e+00	 6.5692e+01	
 0.0000e+00	 6.5847e+01	
 0.0000e+00	 6.3560e+01	
 0.0000e+00	 6.5897e+01	
 0.0000e+00	 6.6112e+01	
 0.0000e+00	 6.7280e+01	
 0.0000e+00	 6.8386e+01	
 0.0000e+00	 6.6682e+01	
 0.0000e+00	 6.6373e+01	
 0.0000e+00	 6.3671e+01	
 0.0000e+00	 6.6556e+01	
 0.0000e+00	 6.5280e+01	
 0.0000e+00	 6.6255e+01	
 0.0000e+00	 6.5643e+01	
 0.0000e+00	 6.5221e+01	
 0.0000e+00	 6.3062e+01	
 0.0000e+00	 6.4923e+01	
 0.0000e+00	 6.6736e+01	
 0.0000e+00	 6.5926e+01	
 0.0000e+00	 6.3550e+01	
 0.0000e+00	 6.3912e+01	
 0.0000e+00	 6.4146e+01	
 0.0000e+00	 6.8613e+01	
 0.0000e+00	 6.7401e+01	
 0.0000e+00	 6.6622e+01	
 0.0000e+00	 6.7520e+01	
 0.0000e+00	 6.7469e+01	
 0.0000e+00	 6.5439e+01	
 0.0000e+00	 6.3772e+01	
 0.0000e+00	 6.5355e+01	
 0.0000e+00	 6.5361e+01	
 0.0000e+00	 6.7574e+01	
 0.0000e+00	 6.5638e+01	
 0.0000e+00	 6.5105e+01	
 0.0000e+00	 6.4771e+01	
 0.0000e+00	 6.5577e+01	
 0.0000e+00	 6.5718e+01	
 0.0000e+00	 6.3372e+01	
 0.0000e+00	 6.5232e+01	
 0.0000e+00	 6.3838e+01	
 0.0000e+00	 6.5907e+01	
 0.0000e+00	 6.5379e+01	
 0.0000e+00	 6.4335e+01	
 0.0000e+00	 6.1524e+01	
 0.0000e+00	 6.6127e+01	
 0.0000e+00	 6.5751e+01	
 0.0000e+00	 6.4549e+01	
 0.0000e+00	 6.3324e+01	
 0.0000e+00	 6.4603e+01	
 0.0000e+00	 6.4291e+01	
 0.0000e+00	 6.6656e+01	
 0.0000e+00	 6.6178e+01	
 0.0000e+00	 6.4114e+01	
 0.0000e+00	 6.2598e+01	
 0.0000e+00	 6.6879e+01	
 0.0000e+00	 6.4848e+01	
 0.0000e+00	 6.5417e+01	
 0.0000e+00	 6.5027e+01	
 0.0000e+00	 6.6706e+01	
 0.0000e+00	 6.3017e+01	
 0.0000e+00	 6.6891e+01	
 0.0000e+00	 6.6278e+01	
 0.0000e+00	 6.4642e+01	
 0.0000e+00	 6.4856e+01	
 0.0000e+00	 6.4702e+01	
 0.0000e+00	 6.4372e+01	
 0.0000e+00	 6.4439e+01	
 0.0000e+00	 6.5260e+01	
 0.0000e+00	 6.4250e+01	
 0.0000e+00	 6.5555e+01	
 0.0000e+00	 6.3839e+01	
 0.0000e+00	 6.4689e+01	
 0.0000e+00	 6.3692e+01	
 0.0000e+00	 6.3121e+01	
 0.0000e+00	 6.3534e+01	
 0.0000e+00	 6.5841e+01	
 0.0000e+00	 6.2441e+01	
 0.0000e+00	 6.3057e+01	
 0.0000e+00	 6.3145e+01	
 0.0000e+00	 6.3624e+01	
 0.0000e+00	 6.3661e+01	
 0.0000e+00	 6.2311e+01	
 0.0000e+00	 6.4373e+01	
 0.0000e+00	 6.4752e+01	
 0.0000e+00	 6.3952e+01	
 0.0000e+00	 6.3720e+01	
 0.0000e+00	 6.4935e+01	
 0.0000e+00	 6.4156e+01	
 0.0000e+00	 6.2922e+01	
 0.0000e+00	 6.9100e+01	
 0.0000e+00	 6.6218e+01	
 0.0000e+00	 6.5552e+01	
 0.0000e+00	 6.4491e+01	
 0.0000e+00	 6.3107e+01	
 0.0000e+00	 6.4046e+01	
 0.0000e+00	 6.3423e+01	
 0.0000e+00	 6.4769e+01	
 0.0000e+00	 6.4663e+01	
 0.0000e+00	 6.2377e+01	
 0.0000e+00	 6.4330e+01	
 0.0000e+00	 6.5847e+01	
 0.0000e+00	 6.2796e+01	
 0.0000e+00	 6.4621e+01	
 0.0000e+00	 6.5095e+01	
 0.0000e+00	 6.3997e+01	
 0.0000e+00	 6.5524e+01	
 0.0000e+00	 6.5177e+01	
 0.0000e+00	 6.5283e+01	
 0.0000e+00	 6.4887e+01	
 0.0000e+00	 6.4417e+01	
 0.0000e+00	 6.4543e+01	
 0.0000e+00	 6.2845e+01	
 0.0000e+00	 6.2871e+01	
 0.0000e+00	 6.3759e+01	
 0.0000e+00	 6.5350e+01	
 0.0000e+00	 6.5043e+01	
 0.0000e+00	 6.2159e+01	
 0.0000e+00	 6.4593e+01	
 0.0000e+00	 6.3562e+01	
 0.0000e+00	 6.1672e+01	
 0.0000e+00	 6.5925e+01	
 0.0000e+00	 6.4699e+01	
 0.0000e+00	 6.4550e+01	
 0.0000e+00	 6.3986e+01	
 0.0000e+00	 6.3939e+01	
 0.0000e+00	 6.2785e+01	
 0.0000e+00	 6.4263e+01	
 0.0000e+00	 6.5926e+01	
 0.0000e+00	 6.2499e+01	
 0.0000e+00	 6.3175e+01	
 0.0000e+00	 6.2332e+01	
 0.0000e+00	 6.3885e+01	
 0.0000e+00	 6.4038e+01	
 0.0000e+00	 6.4586e+01	
 0.0000e+00	 6.2624e+01	
 0.0000e+00	 6.3732e+01	
 0.0000e+00	 6.4147e+01	
 0.0000e+00	 6.3456e+01	
 0.0000e+00	 6.3166e+01	
 0.0000e+00	 6.3562e+01	
 0.0000e+00	 6.2091e+01	
 0.0000e+00	 6.3895e+01	
 0.0000e+00	 6.3822e+01	
 0.0000e+00	 6.5776e+01	
 0.0000e+00	 6.2820e+01	
 0.0000e+00	 6.2825e+01	
 0.0000e+00	 6.3310e+01	
 0.0000e+00	 6.4082e+01	
 0.0000e+00	 6.2820e+01	
 0.0000e+00	 6.2868e+01	
 0.0000e+00	 6.4434e+01	
 0.0000e+00	 6.3393e+01	
 0.0000e+00	 6.2786e+01	
 0.0000e+00	 6.1935e+01	
 0.0000e+00	 6.4636e+01	
 0.0000e+00	 6.4075e+01	
 0.0000e+00	 6.3393e+01	
 0.0000e+00	 6.5095e+01	
 0.0000e+00	 6.3681e+01	
 0.0000e+00	 6.1885e+01	
 0.0000e+00	 6.2708e+01	
 0.0000e+00	 6.4245e+01	
 0.0000e+00	 6.3439e+01	
 0.0000e+00	 6.4403e+01	
 0.0000e+00	 6.2773e+01	
 0.0000e+00	 6.1735e+01	
 0.0000e+00	 6.2680e+01	
 0.0000e+00	 6.3628e+01	
 0.0000e+00	 6.1920e+01	
 0.0000e+00	 6.1559e+01	
 0.0000e+00	 6.2294e+01	
 0.0000e+00	 6.4100e+01	
 0.0000e+00	 6.2105e+01	
 0.0000e+00	 6.5907e+01	
 0.0000e+00	 6.3878e+01	
 0.0000e+00	 6.1713e+01	
 0.0000e+00	 6.3074e+01	
 0.0000e+00	 6.4196e+01	
 0.0000e+00	 6.3940e+01	
 0.0000e+00	 6.3535e+01	
 0.0000e+00	 6.4445e+01	
 0.0000e+00	 6.3969e+01	
 0.0000e+00	 6.1900e+01	
 0.0000e+00	 6.2661e+01	
 0.0000e+00	 6.4294e+01	
 0.0000e+00	 6.3652e+01	
 0.0000e+00	 6.1743e+01	
 0.0000e+00	 6.2753e+01	
 0.0000e+00	 6.3788e+01	
 0.0000e+00	 6.4373e+01	
 0.0000e+00	 6.0904e+01	
 0.0000e+00	 6.4347e+01	
 0.0000e+00	 6.1930e+01	
 0.0000e+00	 6.3455e+01	
 0.0000e+00	 6.1569e+01	
 0.0000e+00	 6.3846e+01	
 0.0000e+00	 6.3537e+01	
 0.0000e+00	 6.2761e+01	
 0.0000e+00	 6.3557e+01	
 0.0000e+00	 6.3558e+01	
 0.0000e+00	 6.3111e+01	
 0.0000e+00	 6.3785e+01	
 0.0000e+00	 6.2350e+01	
 0.0000e+00	 6.1153e+01	
 0.0000e+00	 6.4727e+01	
 0.0000e+00	 6.4497e+01	
 0.0000e+00	 6.4320e+01	
 0.0000e+00	 6.2485e+01	
 0.0000e+00	 6.3118e+01	
 0.0000e+00	 6.3692e+01	
 0.0000e+00	 6.3451e+01	
 0.0000e+00	 6.2899e+01	
 0.0000e+00	 6.0944e+01	
 0.0000e+00	 6.5038e+01	
 0.0000e+00	 6.4122e+01	
 0.0000e+00	 6.1975e+01	
 0.0000e+00	 6.3291e+01	
 0.0000e+00	 6.5147e+01	
 0.0000e+00	 6.0451e+01	
 0.0000e+00	 6.3548e+01	
 0.0000e+00	 6.4008e+01	
 0.0000e+00	 6.4488e+01	
 0.0000e+00	 6.4588e+01	
 0.0000e+00	 6.3603e+01	
 0.0000e+00	 6.3605e+01	
 0.0000e+00	 6.2153e+01	
 0.0000e+00	 6.4867e+01	
 0.0000e+00	 6.1787e+01	
 0.0000e+00	 6.3068e+01	
 0.0000e+00	 6.1062e+01	
 0.0000e+00	 6.3513e+01	
 0.0000e+00	 6.1859e+01	
 0.0000e+00	 6.4534e+01	
 0.0000e+00	 6.3092e+01	
 0.0000e+00	 6.3125e+01	
 0.0000e+00	 6.2705e+01	
 0.0000e+00	 6.3114e+01	
 0.0000e+00	 6.2598e+01	
 0.0000e+00	 6.3995e+01	
 0.0000e+00	 6.3552e+01	
 0.0000e+00	 6.6670e+01	
 0.0000e+00	 6.2650e+01	
 0.0000e+00	 6.2123e+01	
 0.0000e+00	 6.1863e+01	
 0.0000e+00	 6.2004e+01	
 0.0000e+00	 6.7350e+01	
 0.0000e+00	 6.3176e+01	
 0.0000e+00	 6.3824e+01	
 0.0000e+00	 6.3805e+01	
 0.0000e+00	 6.3641e+01	
 0.0000e+00	 6.2936e+01	
 0.0000e+00	 6.7447e+01	
 0.0000e+00	 6.3082e+01	
 0.0000e+00	 6.3376e+01	
 0.0000e+00	 6.2014e+01	
 0.0000e+00	 6.1089e+01	
 0.0000e+00	 6.2776e+01	
 0.0000e+00	 6.4049e+01	
 0.0000e+00	 6.2572e+01	
 0.0000e+00	 6.4862e+01	
 0.0000e+00	 6.0927e+01	
 0.0000e+00	 6.5927e+01	
 0.0000e+00	 6.1826e+01	
 0.0000e+00	 6.1699e+01	
 0.0000e+00	 6.3160e+01	
 0.0000e+00	 6.3664e+01	
 0.0000e+00	 6.6798e+01	
 0.0000e+00	 6.1372e+01	
 0.0000e+00	 6.2498e+01	
 0.0000e+00	 6.4745e+01	
 0.0000e+00	 6.3109e+01	
 0.0000e+00	 6.2873e+01	
 0.0000e+00	 6.4372e+01	
 0.0000e+00	 6.4550e+01	
 0.0000e+00	 6.5274e+01	
 0.0000e+00	 6.5824e+01	
 0.0000e+00	 6.1358e+01	
 0.0000e+00	 6.0006e+01	
 0.0000e+00	 6.3668e+01	
 0.0000e+00	 6.3102e+01	
 0.0000e+00	 6.3031e+01	
 0.0000e+00	 6.1842e+01	
 0.0000e+00	 6.3992e+01	
 0.0000e+00	 6.3084e+01	
 0.0000e+00	 6.4323e+01	
 0.0000e+00	 6.3710e+01	
 0.0000e+00	 6.3167e+01	
 0.0000e+00	 6.6342e+01	
 0.0000e+00	 6.2328e+01	
 0.0000e+00	 6.6872e+01	
 0.0000e+00	 6.3622e+01	
 0.0000e+00	 6.2880e+01	
 0.0000e+00	 6.1590e+01	
 0.0000e+00	 6.1956e+01	
 0.0000e+00	 6.3360e+01	
 0.0000e+00	 6.3674e+01	
 0.0000e+00	 6.6106e+01	
 0.0000e+00	 6.4420e+01	
 0.0000e+00	 6.1232e+01	
 0.0000e+00	 6.1582e+01	
 0.0000e+00	 6.5216e+01	
 0.0000e+00	 6.2482e+01	
 0.0000e+00	 6.5147e+01	
 0.0000e+00	 6.2038e+01	
 0.0000e+00	 6.4254e+01	
 0.0000e+00	 6.3591e+01	
 0.0000e+00	 6.1472e+01	
 0.0000e+00	 6.1989e+01	
 0.0000e+00	 6.4740e+01	
 0.0000e+00	 6.5632e+01	
 0.0000e+00	 6.4459e+01	
 0.0000e+00	 6.3988e+01	
 0.0000e+00	 6.1749e+01	
 0.0000e+00	 6.4655e+01	
 0.0000e+00	 6.4923e+01	
 0.0000e+00	 6.2400e+01	
 0.0000e+00	 6.4761e+01	
 0.0000e+00	 6.3568e+01	
 0.0000e+00	 6.2588e+01	
 0.0000e+00	 6.2593e+01	
 0.0000e+00	 6.1476e+01	
 0.0000e+00	 6.2520e+01	
 0.0000e+00	 6.2915e+01	
 0.0000e+00	 6.2843e+01	
 0.0000e+00	 6.2050e+01	
 0.0000e+00	 6.1566e+01	
 0.0000e+00	 6.4530e+01	
 0.0000e+00	 6.3801e+01	
 0.0000e+00	 6.2467e+01	
 0.0000e+00	 6.4294e+01	
 0.0000e+00	 6.5032e+01	
 0.0000e+00	 6.0875e+01	
 0.0000e+00	 6.2568e+01	
 0.0000e+00	 6.4579e+01	
 0.0000e+00	 6.2902e+01	
 0.0000e+00	 6.1572e+01	
 0.0000e+00	 6.3597e+01	
 0.0000e+00	 6.3985e+01	
 0.0000e+00	 6.6107e+01	
 0.0000e+00	 6.2647e+01	
 0.0000e+00	 6.3832e+01	
 0.0000e+00	 6.3136e+01	
 0.0000e+00	 6.2571e+01	
 0.0000e+00	 6.3304e+01	
 0.0000e+00	 6.1829e+01	
 0.0000e+00	 6.3694e+01	
 0.0000e+00	 6.1042e+01	
 0.0000e+00	 6.4372e+01	
 0.0000e+00	 6.2405e+01	
 0.0000e+00	 6.1605e+01	
 0.0000e+00	 6.3631e+01	
 0.0000e+00	 6.3662e+01	
 0.0000e+00	 6.3255e+01	
 0.0000e+00	 6.2334e+01	
 0.0000e+00	 6.4434e+01	
 0.0000e+00	 6.2244e+01	
 0.0000e+00	 5.9578e+01	
 0.0000e+00	 6.2715e+01	
 0.0000e+00	 6.2815e+01	
 0.0000e+00	 6.3549e+01	
 0.0000e+00	 6.2984e+01	
 0.0000e+00	 6.2627e+01	
 0.0000e+00	 6.1428e+01	
 0.0000e+00	 6.4570e+01	
 0.0000e+00	 6.2516e+01	
 0.0000e+00	 6.3521e+01	
 0.0000e+00	 6.2238e+01	
 0.0000e+00	 6.2965e+01	
 0.0000e+00	 6.3731e+01	
 0.0000e+00	 6.4624e+01	
 0.0000e+00	 6.3834e+01	
 0.0000e+00	 6.4193e+01	
 0.0000e+00	 6.3500e+01	
 0.0000e+00	 6.3615e+01	
 0.0000e+00	 6.2771e+01	
 0.0000e+00	 6.2199e+01	
 0.0000e+00	 6.2031e+01	
 0.0000e+00	 6.3117e+01	
 0.0000e+00	 6.5757e+01	
 0.0000e+00	 6.3404e+01	
 0.0000e+00	 6.4249e+01	
 0.0000e+00	 6.2969e+01	
 0.0000e+00	 6.2202e+01	
 0.0000e+00	 6.3428e+01	
 0.0000e+00	 6.3117e+01	
 0.0000e+00	 6.2975e+01	
 0.0000e+00	 6.4075e+01	
 0.0000e+00	 6.4369e+01	
 0.0000e+00	 6.2314e+01	
 0.0000e+00	 6.1699e+01	
 0.0000e+00	 6.3652e+01	
 0.0000e+00	 6.3611e+01	
 0.0000e+00	 6.3658e+01	
 0.0000e+00	 6.2784e+01	
 0.0000e+00	 6.1036e+01	
 0.0000e+00	 6.2442e+01	
 0.0000e+00	 6.3103e+01	
 0.0000e+00	 6.4431e+01	
 0.0000e+00	 6.1135e+01	
 0.0000e+00	 6.2384e+01	
 0.0000e+00	 6.3340e+01	
 0.0000e+00	 6.3432e+01	
 0.0000e+00	 6.2681e+01	
 0.0000e+00	 6.1454e+01	
 0.0000e+00	 6.3031e+01	
 0.0000e+00	 6.2328e+01	
 0.0000e+00	 6.2490e+01	
 0.0000e+00	 6.0847e+01	
 0.0000e+00	 6.1977e+01	
 0.0000e+00	 6.2507e+01	
 0.0000e+00	 6.3056e+01	
 0.0000e+00	 6.1306e+01	
 0.0000e+00	 6.3985e+01	
 0.0000e+00	 6.2355e+01	
 0.0000e+00	 6.1584e+01	
 0.0000e+00	 6.1614e+01	
 0.0000e+00	 6.0722e+01	
 0.0000e+00	 6.1561e+01	
 0.0000e+00	 6.5313e+01	
 0.0000e+00	 6.3141e+01	
 0.0000e+00	 6.0329e+01	
 0.0000e+00	 6.1445e+01	
 0.0000e+00	 6.2068e+01	
 0.0000e+00	 6.5809e+01	
 0.0000e+00	 6.2282e+01	
 0.0000e+00	 6.3963e+01	
 0.0000e+00	 6.3309e+01	
 0.0000e+00	 6.4251e+01	
 0.0000e+00	 6.2385e+01	
 0.0000e+00	 6.4524e+01	
 0.0000e+00	 6.2849e+01	
 0.0000e+00	 6.1741e+01	
 0.0000e+00	 6.3198e+01	
 0.0000e+00	 6.1340e+01	
 0.0000e+00	 5.9022e+01	
 0.0000e+00	 6.1541e+01	
 0.0000e+00	 6.1383e+01	
 0.0000e+00	 5.9021e+01	
 0.0000e+00	 6.3271e+01	
 0.0000e+00	 6.1149e+01	
 0.0000e+00	 6.3576e+01	
 0.0000e+00	 6.3607e+01	
 0.0000e+00	 6.1846e+01	
 0.0000e+00	 6.2784e+01	
 0.0000e+00	 6.1130e+01	
 0.0000e+00	 6.3300e+01	
 0.0000e+00	 5.9774e+01	
 0.0000e+00	 6.1561e+01	
 0.0000e+00	 6.2759e+01	
 0.0000e+00	 6.0789e+01	
 0.0000e+00	 6.3718e+01	
 0.0000e+00	 6.1024e+01	
 0.0000e+00	 6.3229e+01	
 0.0000e+00	 6.1172e+01	
 0.0000e+00	 6.2824e+01	
 0.0000e+00	 6.3380e+01	
 0.0000e+00	 6.0953e+01	
